Source,Target,Type,id,weight,from,to
Irri,Jorah-Mormont,Undirected,1787,7,330,367
Irri,Missandei,Undirected,1788,13,330,478
Irri,Rakharo,Undirected,1789,5,330,571
Irri,Skahaz-mo-Kandaq,Undirected,1790,5,330,656
Irri,Viserys-Targaryen,Undirected,1791,5,330,747
Jacelyn-Bywater,Janos-Slynt,Undirected,1792,4,331,339
Jacelyn-Bywater,Joffrey-Baratheon,Undirected,1793,7,331,355
Jacelyn-Bywater,Lancel-Lannister,Undirected,1794,3,331,394
Jacelyn-Bywater,Tommen-Baratheon,Undirected,1795,6,331,711
Jacelyn-Bywater,Tyrion-Lannister,Undirected,1796,16,331,727
Jacelyn-Bywater,Varys,Undirected,1797,4,331,743
Jack-Be-Lucky,Lem,Undirected,1798,5,332,400
Jack-Bulwer,Jon-Snow,Undirected,1799,3,333,361
Jack-Bulwer,Thoros-of-Myr,Undirected,1800,5,333,700
Jaehaerys-I-Targaryen,Maegor-I-Targaryen,Undirected,1801,3,335,433
Jafer-Flowers,Jaremy-Rykker,Undirected,1802,3,336,342
Jaime-Lannister,Joffrey-Baratheon,Undirected,1803,45,337,355
Jaime-Lannister,Jon-Arryn,Undirected,1804,5,337,358
Jaime-Lannister,Jon-Snow,Undirected,1805,3,337,361
Jaime-Lannister,Jonos-Bracken,Undirected,1806,9,337,364
Jaime-Lannister,Jory-Cassel,Undirected,1807,4,337,369
Jaime-Lannister,Josmyn-Peckledon,Undirected,1808,17,337,371
Jaime-Lannister,Joy-Hill,Undirected,1809,3,337,373
Jaime-Lannister,Karyl-Vance,Undirected,1810,4,337,376
Jaime-Lannister,Kevan-Lannister,Undirected,1811,13,337,382
Jaime-Lannister,Lancel-Lannister,Undirected,1812,22,337,394
Jaime-Lannister,Lem,Undirected,1813,6,337,400
Jaime-Lannister,Lewys-Piper,Undirected,1814,3,337,408
Jaime-Lannister,Loras-Tyrell,Undirected,1815,37,337,412
Jaime-Lannister,Lyle-Crakehall,Undirected,1816,9,337,423
Jaime-Lannister,Lysa-Arryn,Undirected,1817,9,337,427
Jaime-Lannister,Mace-Tyrell,Undirected,1818,5,337,429
Jaime-Lannister,Mandon-Moore,Undirected,1819,4,337,441
Jaime-Lannister,Margaery-Tyrell,Undirected,1820,10,337,443
Jaime-Lannister,Mariya-Darry,Undirected,1821,6,337,446
Jaime-Lannister,Melara-Hetherspoon,Undirected,1822,3,337,463
Jaime-Lannister,Meryn-Trant,Undirected,1823,9,337,473
Jaime-Lannister,Oberyn-Martell,Undirected,1824,3,337,511
Jaime-Lannister,Olenna-Redwyne,Undirected,1825,3,337,514
Jaime-Lannister,Osmund-Kettleblack,Undirected,1826,22,337,520
Jaime-Lannister,Petyr-Baelish,Undirected,1827,11,337,539
Jaime-Lannister,Pia,Undirected,1828,10,337,541
Jaime-Lannister,Pycelle,Undirected,1829,10,337,553
Jaime-Lannister,Qyburn,Undirected,1830,25,337,568
Jaime-Lannister,Rafford,Undirected,1831,3,337,569
Jaime-Lannister,Renly-Baratheon,Undirected,1832,28,337,585
Jaime-Lannister,Rennifer-Longwaters,Undirected,1833,3,337,586
Jaime-Lannister,Rhaegar-Targaryen,Undirected,1834,7,337,589
Jaime-Lannister,Rickard-Karstark,Undirected,1835,7,337,597
Jaime-Lannister,Robb-Stark,Undirected,1836,41,337,601
Jaime-Lannister,Robert-Baratheon,Undirected,1837,69,337,603
Jaime-Lannister,Robin-Ryger,Undirected,1838,9,337,607
Jaime-Lannister,Rodrik-Cassel,Undirected,1839,3,337,608
Jaime-Lannister,Ronnet-Connington,Undirected,1840,4,337,616
Jaime-Lannister,Roose-Bolton,Undirected,1841,17,337,618
Jaime-Lannister,Rorge,Undirected,1842,9,337,620
Jaime-Lannister,Ryman-Frey,Undirected,1843,13,337,629
Jaime-Lannister,Sandor-Clegane,Undirected,1844,21,337,633
Jaime-Lannister,Sansa-Stark,Undirected,1845,23,337,634
Jaime-Lannister,Shadrich,Undirected,1846,3,337,644
Jaime-Lannister,Shagwell,Undirected,1847,4,337,647
Jaime-Lannister,Shitmouth,Undirected,1848,3,337,650
Jaime-Lannister,Stafford-Lannister,Undirected,1849,3,337,667
Jaime-Lannister,Stannis-Baratheon,Undirected,1850,12,337,668
Jaime-Lannister,Sybell-Spicer,Undirected,1851,4,337,678
Jaime-Lannister,Taena-of-Myr,Undirected,1852,4,337,685
Jaime-Lannister,Theon-Greyjoy,Undirected,1853,4,337,697
Jaime-Lannister,Thoros-of-Myr,Undirected,1854,6,337,700
Jaime-Lannister,Tommen-Baratheon,Undirected,1855,36,337,711
Jaime-Lannister,Tyrion-Lannister,Undirected,1856,113,337,727
Jaime-Lannister,Tysha,Undirected,1857,3,337,728
Jaime-Lannister,Tytos-Blackwood,Undirected,1858,6,337,729
Jaime-Lannister,Tywin-Lannister,Undirected,1859,51,337,730
Jaime-Lannister,Urswyck,Undirected,1860,11,337,735
Jaime-Lannister,Vargo-Hoat,Undirected,1861,22,337,741
Jaime-Lannister,Varys,Undirected,1862,19,337,743
Jaime-Lannister,Walder-Frey,Undirected,1863,5,337,752
Jaime-Lannister,Walder-Rivers,Undirected,1864,4,337,755
Jaime-Lannister,Walton,Undirected,1865,18,337,757
Jaime-Lannister,Wyl-(guard),Undirected,1866,3,337,779
Jaime-Lannister,Wylis-Manderly,Undirected,1867,3,337,780
Jaime-Lannister,Zollo,Undirected,1868,3,337,796
Jalabhar-Xho,Lambert-Turnberry,Undirected,1869,3,338,392
Jalabhar-Xho,Tallad,Undirected,1870,3,338,688
Janos-Slynt,Joffrey-Baratheon,Undirected,1871,14,339,355
Janos-Slynt,Jon-Snow,Undirected,1872,26,339,361
Janos-Slynt,Mance-Rayder,Undirected,1873,6,339,440
Janos-Slynt,Othell-Yarwyck,Undirected,1874,9,339,524
Janos-Slynt,Petyr-Baelish,Undirected,1875,8,339,539
Janos-Slynt,Pycelle,Undirected,1876,3,339,553
Janos-Slynt,Robert-Baratheon,Undirected,1877,4,339,603
Janos-Slynt,Samwell-Tarly,Undirected,1878,7,339,632
Janos-Slynt,Sansa-Stark,Undirected,1879,3,339,634
Janos-Slynt,Stannis-Baratheon,Undirected,1880,4,339,668
Janos-Slynt,Tyrion-Lannister,Undirected,1881,31,339,727
Janos-Slynt,Varys,Undirected,1882,7,339,743
Jaqen-Hghar,Rorge,Undirected,1883,16,340,620
Jaqen-Hghar,Weese,Undirected,1884,4,340,762
Jaqen-Hghar,Yoren,Undirected,1885,3,340,791
Jared-Frey,Rhaegar-Frey,Undirected,1886,3,341,588
Jaremy-Rykker,Jeor-Mormont,Undirected,1887,14,342,346
Jaremy-Rykker,Jon-Snow,Undirected,1888,7,342,361
Jaremy-Rykker,Thoren-Smallwood,Undirected,1889,3,342,699
Jarl,Jon-Snow,Undirected,1890,21,343,361
Jarl,Mance-Rayder,Undirected,1891,8,343,440
Jarl,Rattleshirt,Undirected,1892,6,343,577
Jarl,Styr,Undirected,1893,16,343,676
Jarl,Val,Undirected,1894,5,343,738
Jarl,Ygritte,Undirected,1895,6,343,789
Jarman-Buckwell,Jeor-Mormont,Undirected,1896,4,344,346
Jarman-Buckwell,Jon-Snow,Undirected,1897,4,344,361
Jarman-Buckwell,Thoren-Smallwood,Undirected,1898,6,344,699
Jason-Mallister,Theon-Greyjoy,Undirected,1899,4,345,697
Jason-Mallister,Tytos-Blackwood,Undirected,1900,3,345,729
Jeor-Mormont,Jon-Snow,Undirected,1901,174,346,361
Jeor-Mormont,Jorah-Mormont,Undirected,1902,3,346,367
Jeor-Mormont,Lark,Undirected,1903,3,346,396
Jeor-Mormont,Mance-Rayder,Undirected,1904,4,346,440
Jeor-Mormont,Othell-Yarwyck,Undirected,1905,3,346,524
Jeor-Mormont,Ottyn-Wythers,Undirected,1906,3,346,526
Jeor-Mormont,Qhorin-Halfhand,Undirected,1907,21,346,560
Jeor-Mormont,Robert-Baratheon,Undirected,1908,4,346,603
Jeor-Mormont,Samwell-Tarly,Undirected,1909,51,346,632
Jeor-Mormont,Small-Paul,Undirected,1910,3,346,658
Jeor-Mormont,Thoren-Smallwood,Undirected,1911,19,346,699
Jeor-Mormont,Tyrion-Lannister,Undirected,1912,27,346,727
Jeor-Mormont,Yoren,Undirected,1913,3,346,791
Jeyne-Farman,Melara-Hetherspoon,Undirected,1914,4,347,463
Jeyne-Poole,Loras-Tyrell,Undirected,1915,4,349,412
Jeyne-Poole,Mordane,Undirected,1916,7,349,485
Jeyne-Poole,Ramsay-Snow,Undirected,1917,12,349,574
Jeyne-Poole,Robert-Baratheon,Undirected,1918,3,349,603
Jeyne-Poole,Roose-Bolton,Undirected,1919,3,349,618
Jeyne-Poole,Rowan,Undirected,1920,3,349,625
Jeyne-Poole,Sansa-Stark,Undirected,1921,27,349,634
Jeyne-Poole,Squirrel,Undirected,1922,3,349,666
Jeyne-Poole,Theon-Greyjoy,Undirected,1923,24,349,697
Jeyne-Westerling,Lothar-Frey,Undirected,1924,4,350,415
Jeyne-Westerling,Robb-Stark,Undirected,1925,24,350,601
Jeyne-Westerling,Walder-Frey,Undirected,1926,5,350,752
Jhiqui,Jorah-Mormont,Undirected,1927,9,351,367
Jhiqui,Missandei,Undirected,1928,15,351,478
Jhiqui,Rakharo,Undirected,1929,5,351,571
Jhiqui,Skahaz-mo-Kandaq,Undirected,1930,3,351,656
Jhogo,Jorah-Mormont,Undirected,1931,11,352,367
Jhogo,Mirri-Maz-Duur,Undirected,1932,3,352,477
Jhogo,Rakharo,Undirected,1933,10,352,571
Joanna-Lannister,Tywin-Lannister,Undirected,1934,4,353,730
Jocelyn-Swyft,Osmund-Kettleblack,Undirected,1935,3,354,520
Jocelyn-Swyft,Qyburn,Undirected,1936,3,354,568
Jocelyn-Swyft,Taena-of-Myr,Undirected,1937,4,354,685
Joffrey-Baratheon,Jon-Snow,Undirected,1938,14,355,361
Joffrey-Baratheon,Kevan-Lannister,Undirected,1939,11,355,382
Joffrey-Baratheon,Lancel-Lannister,Undirected,1940,4,355,394
Joffrey-Baratheon,Loras-Tyrell,Undirected,1941,18,355,412
Joffrey-Baratheon,Mace-Tyrell,Undirected,1942,17,355,429
Joffrey-Baratheon,Mance-Rayder,Undirected,1943,5,355,440
Joffrey-Baratheon,Mandon-Moore,Undirected,1944,8,355,441
Joffrey-Baratheon,Margaery-Tyrell,Undirected,1945,56,355,443
Joffrey-Baratheon,Melisandre,Undirected,1946,4,355,465
Joffrey-Baratheon,Meryn-Trant,Undirected,1947,34,355,473
Joffrey-Baratheon,Mordane,Undirected,1948,9,355,485
Joffrey-Baratheon,Mycah,Undirected,1949,17,355,496
Joffrey-Baratheon,Myrcella-Baratheon,Undirected,1950,30,355,500
Joffrey-Baratheon,Oberyn-Martell,Undirected,1951,8,355,511
Joffrey-Baratheon,Olenna-Redwyne,Undirected,1952,3,355,514
Joffrey-Baratheon,Osmund-Kettleblack,Undirected,1953,18,355,520
Joffrey-Baratheon,Paxter-Redwyne,Undirected,1954,5,355,536
Joffrey-Baratheon,Petyr-Baelish,Undirected,1955,39,355,539
Joffrey-Baratheon,Polliver,Undirected,1956,9,355,543
Joffrey-Baratheon,Pycelle,Undirected,1957,19,355,553
Joffrey-Baratheon,Qyburn,Undirected,1958,3,355,568
Joffrey-Baratheon,Rafford,Undirected,1959,9,355,569
Joffrey-Baratheon,Renly-Baratheon,Undirected,1960,25,355,585
Joffrey-Baratheon,Robb-Stark,Undirected,1961,49,355,601
Joffrey-Baratheon,Robert-Baratheon,Undirected,1962,64,355,603
Joffrey-Baratheon,Rodrik-Cassel,Undirected,1963,9,355,608
Joffrey-Baratheon,Sandor-Clegane,Undirected,1964,71,355,633
Joffrey-Baratheon,Sansa-Stark,Undirected,1965,222,355,634
Joffrey-Baratheon,Selyse-Florent,Undirected,1966,3,355,641
Joffrey-Baratheon,Shae,Undirected,1967,3,355,645
Joffrey-Baratheon,Shireen-Baratheon,Undirected,1968,3,355,649
Joffrey-Baratheon,Stannis-Baratheon,Undirected,1969,45,355,668
Joffrey-Baratheon,Tickler,Undirected,1970,10,355,701
Joffrey-Baratheon,Tommen-Baratheon,Undirected,1971,77,355,711
Joffrey-Baratheon,Tyrion-Lannister,Undirected,1972,219,355,727
Joffrey-Baratheon,Tywin-Lannister,Undirected,1973,37,355,730
Joffrey-Baratheon,Varys,Undirected,1974,37,355,743
Joffrey-Baratheon,Yoren,Undirected,1975,3,355,791
Jojen-Reed,Luwin,Undirected,1976,7,356,420
Jojen-Reed,Meera-Reed,Undirected,1977,73,356,461
Jojen-Reed,Osha,Undirected,1978,4,356,519
Jojen-Reed,Rickon-Stark,Undirected,1979,5,356,599
Jojen-Reed,Samwell-Tarly,Undirected,1980,10,356,632
Jommo,Ogo,Undirected,1981,3,357,512
Jon-Arryn,Lysa-Arryn,Undirected,1982,19,358,427
Jon-Arryn,Petyr-Baelish,Undirected,1983,7,358,539
Jon-Arryn,Pycelle,Undirected,1984,11,358,553
Jon-Arryn,Robert-Arryn,Undirected,1985,3,358,602
Jon-Arryn,Robert-Baratheon,Undirected,1986,39,358,603
Jon-Arryn,Stannis-Baratheon,Undirected,1987,13,358,668
Jon-Arryn,Tyrion-Lannister,Undirected,1988,8,358,727
Jon-Arryn,Varys,Undirected,1989,5,358,743
Jon-Connington,Lemore,Undirected,1990,11,359,401
Jon-Connington,Myles-Toyne,Undirected,1991,9,359,498
Jon-Connington,Nyessos-Vhassar,Undirected,1992,3,359,508
Jon-Connington,Rhaegar-Targaryen,Undirected,1993,7,359,589
Jon-Connington,Robert-Baratheon,Undirected,1994,8,359,603
Jon-Connington,Rolly-Duckfield,Undirected,1995,12,359,614
Jon-Connington,Tyrion-Lannister,Undirected,1996,37,359,727
Jon-Connington,Tywin-Lannister,Undirected,1997,4,359,730
Jon-Connington,Varys,Undirected,1998,6,359,743
Jon-Connington,Yandry,Undirected,1999,9,359,786
Jon-Fossoway,Mathis-Rowan,Undirected,2000,3,360,457
Jon-Snow,Jory-Cassel,Undirected,2001,3,361,369
Jon-Snow,Kegs,Undirected,2002,5,361,379
Jon-Snow,Lark,Undirected,2003,4,361,396
Jon-Snow,Leathers,Undirected,2004,18,361,399
Jon-Snow,Luwin,Undirected,2005,10,361,420
Jon-Snow,Mag-Mar-Tun-Doh-Weg,Undirected,2006,3,361,435
Jon-Snow,Malegorn,Undirected,2007,5,361,438
Jon-Snow,Mance-Rayder,Undirected,2008,112,361,440
Jon-Snow,Matthar,Undirected,2009,3,361,458
Jon-Snow,Melisandre,Undirected,2010,57,361,465
Jon-Snow,Mordane,Undirected,2011,4,361,485
Jon-Snow,Mully,Undirected,2012,18,361,491
Jon-Snow,Nan,Undirected,2013,4,361,502
Jon-Snow,Narbert-Grandison,Undirected,2014,3,361,504
Jon-Snow,Orell,Undirected,2015,6,361,516
Jon-Snow,Othell-Yarwyck,Undirected,2016,10,361,524
Jon-Snow,Othor,Undirected,2017,5,361,525
Jon-Snow,Ottyn-Wythers,Undirected,2018,3,361,526
Jon-Snow,Owen,Undirected,2019,17,361,527
Jon-Snow,Patrek-of-Kings-Mountain,Undirected,2020,7,361,535
Jon-Snow,Pypar,Undirected,2021,77,361,556
Jon-Snow,Qhorin-Halfhand,Undirected,2022,73,361,560
Jon-Snow,Rast,Undirected,2023,8,361,576
Jon-Snow,Rattleshirt,Undirected,2024,53,361,577
Jon-Snow,Rickon-Stark,Undirected,2025,16,361,599
Jon-Snow,Robb-Stark,Undirected,2026,91,361,601
Jon-Snow,Robert-Baratheon,Undirected,2027,29,361,603
Jon-Snow,Rodrik-Cassel,Undirected,2028,3,361,608
Jon-Snow,Rory,Undirected,2029,6,361,621
Jon-Snow,Ryk,Undirected,2030,11,361,628
Jon-Snow,Samwell-Tarly,Undirected,2031,228,361,632
Jon-Snow,Sansa-Stark,Undirected,2032,11,361,634
Jon-Snow,Satin,Undirected,2033,48,361,636
Jon-Snow,Selyse-Florent,Undirected,2034,38,361,641
Jon-Snow,Shireen-Baratheon,Undirected,2035,4,361,649
Jon-Snow,Sigorn,Undirected,2036,6,361,654
Jon-Snow,Soren-Shieldbreaker,Undirected,2037,3,361,661
Jon-Snow,Spare-Boot,Undirected,2038,5,361,663
Jon-Snow,Stannis-Baratheon,Undirected,2039,91,361,668
Jon-Snow,Stonesnake,Undirected,2040,13,361,674
Jon-Snow,Styr,Undirected,2041,40,361,676
Jon-Snow,Theon-Greyjoy,Undirected,2042,16,361,697
Jon-Snow,Thoren-Smallwood,Undirected,2043,4,361,699
Jon-Snow,Todder,Undirected,2044,13,361,707
Jon-Snow,Tom-Barleycorn,Undirected,2045,4,361,708
Jon-Snow,Toregg,Undirected,2046,6,361,713
Jon-Snow,Tormund,Undirected,2047,73,361,716
Jon-Snow,Tycho-Nestoris,Undirected,2048,12,361,725
Jon-Snow,Tyrion-Lannister,Undirected,2049,56,361,727
Jon-Snow,Ulmer,Undirected,2050,3,361,732
Jon-Snow,Val,Undirected,2051,48,361,738
Jon-Snow,Varamyr,Undirected,2052,7,361,739
Jon-Snow,Weeper,Undirected,2053,3,361,761
Jon-Snow,Wick-Whittlestick,Undirected,2054,5,361,766
Jon-Snow,Wun-Weg-Wun-Dar-Wun,Undirected,2055,11,361,778
Jon-Snow,Ygritte,Undirected,2056,80,361,789
Jon-Snow,Yoren,Undirected,2057,6,361,791
Jon-Snow,Zei,Undirected,2058,3,361,795
Jon-Umber-(Greatjon),Jon-Umber-(Smalljon),Undirected,2059,4,362,363
Jon-Umber-(Greatjon),Maege-Mormont,Undirected,2060,8,362,432
Jon-Umber-(Greatjon),Rickard-Karstark,Undirected,2061,14,362,597
Jon-Umber-(Greatjon),Robb-Stark,Undirected,2062,31,362,601
Jon-Umber-(Greatjon),Robin-Flint,Undirected,2063,3,362,606
Jon-Umber-(Greatjon),Roose-Bolton,Undirected,2064,3,362,618
Jon-Umber-(Greatjon),Theon-Greyjoy,Undirected,2065,5,362,697
Jon-Umber-(Greatjon),Tywin-Lannister,Undirected,2066,3,362,730
Jon-Umber-(Greatjon),Walder-Frey,Undirected,2067,4,362,752
Jon-Umber-(Greatjon),Wendel-Manderly,Undirected,2068,3,362,763
Jon-Umber-(Smalljon),Robb-Stark,Undirected,2069,5,363,601
Jonos-Bracken,Tytos-Blackwood,Undirected,2070,3,364,729
Jonothor-Darry,Lewyn-Martell,Undirected,2071,3,365,407
Jonothor-Darry,Oswell-Whent,Undirected,2072,3,365,523
Jorah-Mormont,Mero,Undirected,2073,9,367,470
Jorah-Mormont,Mirri-Maz-Duur,Undirected,2074,5,367,477
Jorah-Mormont,Missandei,Undirected,2075,3,367,478
Jorah-Mormont,Nurse,Undirected,2076,4,367,506
Jorah-Mormont,Penny,Undirected,2077,9,367,537
Jorah-Mormont,Pono,Undirected,2078,3,367,544
Jorah-Mormont,Qotho,Undirected,2079,7,367,561
Jorah-Mormont,Rakharo,Undirected,2080,3,367,571
Jorah-Mormont,Rhaegar-Targaryen,Undirected,2081,14,367,589
Jorah-Mormont,Robert-Baratheon,Undirected,2082,10,367,603
Jorah-Mormont,Tyrion-Lannister,Undirected,2083,27,367,727
Jorah-Mormont,Viserys-Targaryen,Undirected,2084,15,367,747
Joramun,Mance-Rayder,Undirected,2085,6,368,440
Joramun,Melisandre,Undirected,2086,4,368,465
Jory-Cassel,Mordane,Undirected,2087,3,369,485
Jory-Cassel,Petyr-Baelish,Undirected,2088,8,369,539
Jory-Cassel,Robb-Stark,Undirected,2089,9,369,601
Jory-Cassel,Robert-Baratheon,Undirected,2090,7,369,603
Jory-Cassel,Rodrik-Cassel,Undirected,2091,5,369,608
Jory-Cassel,Sansa-Stark,Undirected,2092,9,369,634
Jory-Cassel,Stannis-Baratheon,Undirected,2093,3,369,668
Jory-Cassel,Theon-Greyjoy,Undirected,2094,3,369,697
Jory-Cassel,Tomard,Undirected,2095,5,369,710
Jory-Cassel,Vayon-Poole,Undirected,2096,5,369,744
Jory-Cassel,Wyl-(guard),Undirected,2097,6,369,779
Joseth,Luwin,Undirected,2098,3,370,420
Josmyn-Peckledon,Pia,Undirected,2099,6,371,541
Justin-Massey,Richard-Horpe,Undirected,2100,7,374,596
Justin-Massey,Stannis-Baratheon,Undirected,2101,10,374,668
Jyck,Morrec,Undirected,2102,5,375,489
Jyck,Tyrion-Lannister,Undirected,2103,6,375,727
Karyl-Vance,Marq-Piper,Undirected,2104,3,376,450
Kasporio,Tybero-Istarion,Undirected,2105,3,377,724
Kasporio,Tyrion-Lannister,Undirected,2106,3,377,727
Kedry,Quentyn-Martell,Undirected,2107,3,378,565
Kegs,Owen,Undirected,2108,5,379,527
Kegs,Pypar,Undirected,2109,3,379,556
Kegs,Satin,Undirected,2110,4,379,636
Kegs,Spare-Boot,Undirected,2111,4,379,663
Kella,Sansa-Stark,Undirected,2112,3,380,634
Kerwin,Victarion-Greyjoy,Undirected,2113,12,381,745
Kevan-Lannister,Lancel-Lannister,Undirected,2114,17,382,394
Kevan-Lannister,Mace-Tyrell,Undirected,2115,5,382,429
Kevan-Lannister,Pycelle,Undirected,2116,8,382,553
Kevan-Lannister,Randyll-Tarly,Undirected,2117,6,382,575
Kevan-Lannister,Ronnet-Connington,Undirected,2118,3,382,616
Kevan-Lannister,Sansa-Stark,Undirected,2119,5,382,634
Kevan-Lannister,Stannis-Baratheon,Undirected,2120,3,382,668
Kevan-Lannister,Tommen-Baratheon,Undirected,2121,20,382,711
Kevan-Lannister,Tyrion-Lannister,Undirected,2122,30,382,727
Kevan-Lannister,Tywin-Lannister,Undirected,2123,32,382,730
Kevan-Lannister,Varys,Undirected,2124,8,382,743
Kevan-Lannister,Willem-Lannister,Undirected,2125,3,382,771
Khorane-Sathmantes,Salladhor-Saan,Undirected,2126,4,383,630
Khorane-Sathmantes,Stannis-Baratheon,Undirected,2127,3,383,668
Khrazz,Spotted-Cat,Undirected,2128,4,384,664
Khrazz,Steelskin,Undirected,2129,3,384,669
Kindly-Man,Waif,Undirected,2130,13,385,750
Kojja-Mo,Samwell-Tarly,Undirected,2131,8,386,632
Koss,Yoren,Undirected,2132,5,387,791
Kurleket,Tyrion-Lannister,Undirected,2133,5,389,727
Kyra,Theon-Greyjoy,Undirected,2134,4,391,697
Lambert-Turnberry,Tallad,Undirected,2135,3,392,688
Lamprey,Porridge,Undirected,2136,3,393,545
Lancel-Lannister,Moon-Boy,Undirected,2137,11,394,482
Lancel-Lannister,Osmund-Kettleblack,Undirected,2138,13,394,520
Lancel-Lannister,Robert-Baratheon,Undirected,2139,7,394,603
Lancel-Lannister,Sansa-Stark,Undirected,2140,3,394,634
Lancel-Lannister,Tyrion-Lannister,Undirected,2141,18,394,727
Lancel-Lannister,Varys,Undirected,2142,3,394,743
Lark,Samwell-Tarly,Undirected,2143,3,396,632
Lark,Small-Paul,Undirected,2144,8,396,658
Lark,Softfoot,Undirected,2145,3,396,660
Leaf,Meera-Reed,Undirected,2146,6,398,461
Leathers,Toregg,Undirected,2147,4,399,713
Leathers,Tormund,Undirected,2148,3,399,716
Leathers,Wun-Weg-Wun-Dar-Wun,Undirected,2149,9,399,778
Lem,Sandor-Clegane,Undirected,2150,5,400,633
Lem,Sharna,Undirected,2151,3,400,648
Lem,Tansy,Undirected,2152,3,400,690
Lem,Thoros-of-Myr,Undirected,2153,13,400,700
Lem,Tom-of-Sevenstreams,Undirected,2154,21,400,709
Lemore,Rolly-Duckfield,Undirected,2155,5,401,614
Lemore,Tyrion-Lannister,Undirected,2156,16,401,727
Lemore,Yandry,Undirected,2157,5,401,786
Lemore,Ysilla,Undirected,2158,3,401,793
Leo-Lefford,Tyrion-Lannister,Undirected,2159,4,402,727
Leo-Tyrell,Pate-(novice),Undirected,2160,8,403,532
Leo-Tyrell,Roone,Undirected,2161,3,403,617
Leo-Tyrell,Samwell-Tarly,Undirected,2162,3,403,632
Leobald-Tallhart,Rodrik-Cassel,Undirected,2163,5,404,608
Leona-Woolfield,Wyman-Manderly,Undirected,2164,4,405,782
Lewyn-Martell,Oswell-Whent,Undirected,2165,3,407,523
Lollys-Stokeworth,Shae,Undirected,2166,5,409,645
Lollys-Stokeworth,Symon-Silver-Tongue,Undirected,2167,3,409,681
Lollys-Stokeworth,Tanda-Stokeworth,Undirected,2168,18,409,689
Lollys-Stokeworth,Tyrion-Lannister,Undirected,2169,8,409,727
Lollys-Stokeworth,Varys,Undirected,2170,5,409,743
Lommy-Greenhands,Weasel,Undirected,2171,7,410,760
Lommy-Greenhands,Woth,Undirected,2172,3,410,776
Lommy-Greenhands,Yoren,Undirected,2173,13,410,791
Longwater-Pyke,Victarion-Greyjoy,Undirected,2174,3,411,745
Loras-Tyrell,Mace-Tyrell,Undirected,2175,9,412,429
Loras-Tyrell,Margaery-Tyrell,Undirected,2176,31,412,443
Loras-Tyrell,Olenna-Redwyne,Undirected,2177,5,412,514
Loras-Tyrell,Osmund-Kettleblack,Undirected,2178,17,412,520
Loras-Tyrell,Petyr-Baelish,Undirected,2179,5,412,539
Loras-Tyrell,Renly-Baratheon,Undirected,2180,27,412,585
Loras-Tyrell,Robert-Baratheon,Undirected,2181,7,412,603
Loras-Tyrell,Rodrik-Cassel,Undirected,2182,3,412,608
Loras-Tyrell,Sandor-Clegane,Undirected,2183,4,412,633
Loras-Tyrell,Sansa-Stark,Undirected,2184,27,412,634
Loras-Tyrell,Stannis-Baratheon,Undirected,2185,4,412,668
Loras-Tyrell,Tommen-Baratheon,Undirected,2186,13,412,711
Loras-Tyrell,Tyrion-Lannister,Undirected,2187,21,412,727
Loras-Tyrell,Willas-Tyrell,Undirected,2188,4,412,770
Lorent-Caswell,Renly-Baratheon,Undirected,2189,3,413,585
Lorren,Squint,Undirected,2190,3,414,665
Lorren,Sybelle-Glover,Undirected,2191,3,414,679
Lorren,Theon-Greyjoy,Undirected,2192,7,414,697
Lorren,Urzen,Undirected,2193,3,414,736
Lorren,Wex-Pyke,Undirected,2194,4,414,765
Lothar-Frey,Marq-Piper,Undirected,2195,3,415,450
Lothar-Frey,Merrett-Frey,Undirected,2196,3,415,471
Lothar-Frey,Robb-Stark,Undirected,2197,12,415,601
Lothar-Frey,Roose-Bolton,Undirected,2198,3,415,618
Lothar-Frey,Roslin-Frey,Undirected,2199,4,415,623
Lothar-Frey,Walder-Frey,Undirected,2200,6,415,752
Lothar-Frey,Walder-Rivers,Undirected,2201,3,415,755
Lothor-Brune,Mya-Stone,Undirected,2202,6,416,495
Lothor-Brune,Petyr-Baelish,Undirected,2203,8,416,539
Lothor-Brune,Robert-Arryn,Undirected,2204,4,416,602
Lothor-Brune,Sansa-Stark,Undirected,2205,9,416,634
Lucas-Codd,Red-Oarsman,Undirected,2206,3,417,583
Lucas-Codd,Torwold-Browntooth,Undirected,2207,3,417,719
Luton,Skinner,Undirected,2208,3,419,657
Luwin,Meera-Reed,Undirected,2209,4,420,461
Luwin,Nan,Undirected,2210,12,420,502
Luwin,Osha,Undirected,2211,28,420,519
Luwin,Rickard-Karstark,Undirected,2212,3,420,597
Luwin,Rickon-Stark,Undirected,2213,21,420,599
Luwin,Robb-Stark,Undirected,2214,26,420,601
Luwin,Rodrik-Cassel,Undirected,2215,21,420,608
Luwin,Theon-Greyjoy,Undirected,2216,27,420,697
Luwin,Tommen-Baratheon,Undirected,2217,3,420,711
Luwin,Tyrion-Lannister,Undirected,2218,10,420,727
Luwin,Walder-Frey-(son-of-Merrett),Undirected,2219,4,420,754
Lyanna-Mormont,Stannis-Baratheon,Undirected,2220,3,421,668
Lyanna-Stark,Rhaegar-Targaryen,Undirected,2221,4,422,589
Lyanna-Stark,Robert-Baratheon,Undirected,2222,9,422,603
Lyanna-Stark,Sansa-Stark,Undirected,2223,4,422,634
Lyn-Corbray,Lyonel-Corbray,Undirected,2224,4,424,426
